Locality,TalSto,PilCon,Sta007,TalVer,HygCoc,HygCon,CalCla,DidPro,PyrLep,StaPer007,ChlSet,Chlo018,PenMon,Ven010,Cla016,Phi015,Gor052,Mel017,ParMic,StaPse,Hya063,Pod047,p_Glo030,OidMai,c_Aga024,Clo041,Chl031,XepLeu,c_Leo28,f_Hya071,NepAur,ParXan,LepNud,Tri021,Lac058,ClaBis,Cha042,SuiVar,MetBru,Tre039,o_Leo261,MycMet,Tyl025,StaPer069,Aur066,Cla098,Pen043,Hyg118,Phi028,Chal059,ClaArc,Cla073,f_Hya038,f_Hya065,GalPal,Hya076,VarGig,o_Aur055,Xen142,o_Atr034,Hya074,AraSph,Ven037,Tal044,o_Lec062,ChlHum,Lep020,Art089,Ple064,RutHen,Ven032,Cis061,GeoSim,f_Cla108,Ren101,Cis053,p_Roz138,Tom078,SphPal,Scl072,Cap134,o_Xyl079,LacRuf,Cap057,LepOrc,Orb116,o_Aur179,Cud107,PseCur,Lac159,Ape083,RusCae,Hya049,MycGal,ApiAru,p_Asc156,PhyVac,FusSpo,Pod093,Tre149,Gor170,PodHor,c_Aga056,ChlCau,f_Cha100,f_Pez201,Sch128,Hya054,o_Sor094,Sym145,c_Leo139,Mor086,c_Leo077,Cha097,Ser178,VisCar,Ser218,f_Con084,Chl099,Ser112,f_Aur214,Per106,Cyp105,Sch127,Pez091,Ser550,f_Hya151,o_Leo087,PerDel,Sis346,UstApp,OrbMul,Sco163,Pyr172,Tyl102,Sta144,TheTer,LopPic,Oeh175,Neo167,EntTor,ChaPse,p_Roz213,TriAsp,HypElo,Cis190,DidCla,Vis162,TriKon,SolTer,f_Her263,RicFib,Hym171,Cys143,Ach173,PyrTri,o_Ple202,o_Rhi153,Mel103,AraAur,Nep199,MenCil,LinElo,Ren194,o_Tre184,Pha265,Oeh189,Oli216,Mel124,Hya140,AngFil,o_Rhi185,Rut150,Ser272,Oid090,Sub291,Ser133,PenRol,f_Hya109,NeoPas,EntMou,Hya212,Tom282,o_Ple217,Rhi183,EntSer,Hya125,DicArt,p_Ent253,Mor230,AceMac,RicMel,Pod120,OrbBem,Hya250,SaiPod,HelPlu,GanApp,Clo220,o_Orb155,o_Sor174,AltAlt,RusSar,PenOno,Hya166,c_Leo088,PhaSta,EntBic,Hya158,o_Ony160,Oeh168,Hym169,VarGig177,Mor180,TalCin,PezCil,f_Hel186,o_Hel187,RhiRos,PhiBam,Mel198,Col200,Lac203,Del204,Hya205,f_Lor206,f_Glo207,SuiBov,Amp210,Hya211,Hya219,OidTen,GalTib,StaTri224,f_Rhi226,Ext227,Dim229,Mar231,Sui232,Oid235,Sta236,DacDim,Tri240,Xen242,PyrBis,o_Sor244,EmeDon,CadLut,Pen249,CybSua,f_Rhi254,MycSan,,TolInf,Car268,StaTri269,Cor271,StaDen,Her276,Ace279,Pyr283,f_Her285,Ace287,Mel292,Hya294,Cla301,IlyEur,SymAci,Tet305,o_Bol307,PseCha,TreHyd,LinFlu,NeoKie,f_Glo316,Ino319,AthPyr,Pez326,FusAve,Pol329,ZaaVer,Cal342,Mor343,ApeStr,o_Tre351,AlaAcu,Chl365,Exo379,Oeh380,VarDel,o_Leo396,f_Her400,Myr401,o_Sor406,Tre465,f_Rhy496,Cla505,Oid555,Ser628,ClaHom,Schi266
PRZ_B,0,31.04,2.46,0.14,0.02,0,2.09,0.12,1.36,0.02,0,2.36,0,0.03,0,0.03,0,0,0.59,0.48,0,0,0,0,0,0.8,4.82,0.01,0,0,0.08,0,0,0,0,0,11.45,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.02,0,0,0,0,0,0,0.78,0,0.2,0.06,0,0.16,0,2.63,0,0.04,0,0.08,0,0,0,0.11,0,0,0,0.5,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0.25,0.02,0,0.21,0.01,0.01,0,0.19,0,0,0,0,0.02,0,0,0.02,0,0.02,0,0,0,0.27,0.01,0,0,0.68,0,0.06,2.74,0.26,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.1,0,0,0.14,0.04,0.02,0.15,0,0,0,0.26,0.07,0,0,0.03,0,0,0.02,0,0.11,0,0,0,0,0.18,0,0.02,0,0,0,0,0,0,0,0,0,0.03,0,0,0.06,0,0,0,0,0,0,0.04,0,0,0,0,0.03,0.48,0,0.02,0,0.01,0,0.13,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0,0.01,0.03,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0.06,0.01,0,0,0.15,0.56,0.09,0.24,0,0,0.06,0.07,0,0,0,0,0,0.32,0.05,0,0,0,,0.02,0,0.03,0,0,0.05,0,0,0,0,0,0,0.61,0.26,0,0.08,0.65,0.02,0.46,0.03,0,0.03,0,0,0,0.06,0,0.57,0,0,0,0,0,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0
RTR_A,20.23,0.19,0,1.84,0,0,0.03,0.11,0.09,0.19,0,0,0,0,5.24,0.3,0,0.1,0,0.03,29.22,5.57,4.26,0,0,0,0,0.06,0,0,0.02,0.01,0,0,3.42,0,0.18,0,0,0,2.8,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0.05,0.03,0,0.84,0,0,0,0,0,0,0,0.01,0,0,0,0,3.68,0,0,0,0.05,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0.02,0,0,0.02,0,0.63,0,0,0.01,0,0,0,0,0,0.03,0,0.05,0,0,0.01,0,0,0,1.06,0,0.01,0,0,0,0,0,0,0,0.02,0.27,0,0,0.06,0,0,0,0.14,0,0,0,0,0.22,0,0,0,0.01,0.01,0.03,0,0,0,0.08,0,0,0,0.11,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.04,0.76,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0.03,0,0.24,0,0,0.03,0.54,0,0,0,0,2.02,0,0,0,0,0,0,0
RTR_B,0,2.93,0.3,0.24,0,0,1.45,1.62,1.76,0.24,0,2.14,0.45,0,0.04,0,0,0.15,0.57,0.14,0,0,0,0,0,0.02,1.16,0.17,0,0,1.54,0,0,0,0,0,1.69,0,0.17,0,0,0,0.01,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,1.46,0,0,0,0.05,0,15.57,0,0.09,0,0,0,0.25,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0.02,0,0.94,0.02,0.11,0,1.23,0,0.45,0,0,0,0,0,0,7.73,1.2,0,0,0,0.07,0,0,0,0,0,0.36,0,0.13,0,0,0,0,0.02,0,0,0,0,0.03,0,0,0,0,0,0,0.05,0.3,0,0.3,0,0.94,0.05,0,0,0.08,0.02,0,0,0.1,0.37,0,0,0.52,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.12,0,0,0,0,0,0,0,0,0.07,0,0,4.6,0,0,0,0,0.36,0.28,0.09,0,0.01,0.03,0.67,0.13,0.2,0,1.67,0,0,0,0.02,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.27,0.3,0,0,0,0.13,0.19,0,0,0,0,0,0.03,0,0,0.51,0,,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.12,0.16,0.02,0.09,3.85,0,0,0,0,0,0,0.12,0.14,0.08,0.07,0,0,0,0.14,0,0.01,0.02,0,0.03,0,0,0,0,0,0,0,0
SFR_A,0,0.33,0.15,0.12,0,12.39,0.38,0.64,0.74,0.15,0.03,0.03,0,0,0.03,3.96,0,0,0.36,0.31,0,0.06,7.48,0,0,0.66,0.44,0.39,0,0,3.3,0.17,0,0,0.61,0,0,0,0.07,0,0,0,0,0,4.29,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.03,0,0,0,0,3.28,0,0,0.03,0.19,0,0,0,0.03,0,0,0,0.04,0,0,0,0,1.04,0.16,0,0,0.12,0,0.17,0,0,0,2,0.01,0,0.23,0,0.21,0,0.05,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0.19,0,0,0,0.24,0,0.26,0,0.02,0,0,0,0,0,0,0,2.18,0,0,0,0,0.01,0.02,0.16,0,0,0.01,0,0,0,0,0.05,0.13,0,0.11,0.02,0,0,0.16,0.11,0,4.7,0.12,0,0,0,0,0,0,0,0,2.9,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.03,0,0.28,0.1,0.21,0,0.01,1.22,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.06,0,0,0.46,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.38,0,0,0,0,0,0.49,0,0,0,0.26,0,0,0,0,0,,0,0.06,0.02,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0.08,0.42,0.99,0,0,0,3.36,0,0,0,0.04,0,0,0.01,0,0.06,0,0.04,0.14,0,3.27,0,0,0,0,0,0,0,0,0,0
SFR_B,0,2.58,2.89,0.04,0,0,1.09,10.45,2.24,0,0,4.21,0.07,0,0,0,0,0,0.41,0.31,0,0,0,0,0,0.04,0,0.17,0,0,4.38,0,0,0,0,0,2.68,0,0.06,0,0,0,0,0,0,0,0,0,0,3.96,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.67,0,0,0,0.2,0,0,0,0,0.16,0,0,0,0.71,0,0.26,0,0,0,1.04,0,0,1.74,0.06,0.03,0,7.48,0,0,0,0,1.01,0,0,0,1.7,5,0,0,0,0.22,0,0,0,0.03,0,0.15,0.02,0.06,0,0,0,0,0.01,0,0,0,0,0.54,0,0,0,0,0,0,0,0.49,0,0.08,0,0,0.06,0.18,0,0.33,0,0,0,0.13,0,0,0.51,0.85,0,0,0,0,1.55,0,0.84,0,0,0.07,0,0,0,0,0,0,0,0,0.14,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.37,0,0.06,0.04,3.38,0,0.08,0,0,0,0,0,0.02,0,0,0,3.71,0,1.32,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.07,0,1.25,0,0,0.03,0.13,0,0,0,0,0,0.01,0.08,0,0.27,0,,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.18,0.04,0.01,0.5,0,0.04,0,0,0,0.07,0,0.06,0.12,0,0.05,0,0.01,0,0,0,0,0.02,0,0.05,0,0,0,0,0,0,0,0
STR_A,3.23,0,0.59,0,0,0,0.05,0.06,0,0.09,0.18,0.03,0,0,0,12.3,0,0.07,0,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,9.13,0,0,0,0.05,0,0,0,0,0,0,7.75,0,0,9.29,0,0,0,0,0,0,0,13.13,0.88,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0.05,0,0,0,7.33,0.59,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.78,0.04,0,0,0,0,0,0.01,0,0,4.26,0,0.48,0,0,0,0,0,0.94,1.78,0,1.76,0,0.57,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.07,0,0.01,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STR_B,1.65,0,0.74,0.04,0,0,0.15,0,0.08,1.77,11.1,0,1.55,0.27,2.89,1.5,1.87,2.77,0,0,0,0.12,0.11,0.06,0,0,0,0,0,0,0,0.06,0,0,0.54,0,0,3.79,0,0,0,0,2.88,0,0,0,0,0,0.3,0.03,0,0,1.42,0,0.1,0,0,10.27,0,0.26,0,0,0.9,0.69,0,0,0,0,0,0,0.22,1.53,0,0,0,2.33,0,0,0,0,0.02,0,0,0,0,0.05,0,0,0.01,0,0,0,2.09,4.41,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0.33,0,0,0,0,0.01,5.09,0,0.02,0,0,1.53,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.19,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,2.11,0,0.52,0,0,0,0.05,0,0,0,0,0,0,0,0,0.04,0.02,0,0.07,0,0,0.04,0,0,0,0,0.16,0.08,0.73,0.01,0,0,0,0,0,0.06,0,0,0.19,0,0.02,0,0.02,0,3.96,0,0.52,0.08,0,0.24,0,0.07,0,0,0,0,0,0,0.01,0,3.26,0.11,0.26,0,0.05,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.02,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0
SVD_A,0.11,0,0.16,0,0,0,0.03,0,0,4.54,0,0,0.13,12.99,0,8.35,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.02,0,0,0.07,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0.39,18.64,0,0,0,0,0.28,0.33,0,0,0.58,3.56,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.2,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0.02,0.02,0.6,0.07,0,0,0,0,0,0.03,0,0,0,0,0.3,0,0,0,0.02,0,0,0,0,0.13,0,0.28,0,0,0,0,0,0,0,0.09,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,0,0,0,0,0,,0,0,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVD_B,0.02,0,0,0,0.15,0,0.03,0,0.03,8.55,0.04,0,39.43,4.84,0.33,0.67,0,0.36,0,0,0,0,0,0.29,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0.32,0,0,0,0,4.63,0,0,0,0,0,0.05,0,0,0,4,0,0,0,0,0,0.11,0.07,0,1.48,0,1.27,0,0,16.69,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.06,0,0,0,0.01,0.13,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0.04,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0.7,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0.07,0.01,0,0,0,0,0.04,0.2,0,0,0,0,0.09,0,0.02,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0.05,0.04,0,0,0,0,0,0,0.36,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.04,0,0,0,,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
VLS_A,6.97,7.47,4.57,6.73,0,0,3.79,2.42,3.18,0.01,0,0.01,0,0,0,0.12,0,0,1.35,0.67,0,0.97,0,0,0,0.01,0,0.89,0,0,0.1,0.08,0,0,2.12,0,1.14,0,0.03,0,0,0,0,0.03,0,0,0,0,0,11.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.23,0,0.1,1.43,0.01,0,0.18,0,0,0,0.17,1.32,0,0,0.88,0,0,0,0,0.24,0.81,0,0,1.1,0,2.33,0,0,0,0,0.14,0,0.06,0.11,0.07,0,0.12,0,0.06,0.25,0,4.83,0,0,0,0.03,0.03,0,0,0,0.55,0,0,0,0.17,0.05,0.34,0.13,0.07,0,0,0.18,0,0.09,0,0,0,0,0.04,0,0.24,0.02,0,0,0,0,0.06,0.74,0.02,0,0.16,0.18,0.64,0.12,0.14,0,0.01,0,0.13,0.09,1.23,0,0.32,0,0.96,0.21,0,0.11,0,0,0,0,0.02,0,0,0,0,0.48,0,0,0,0.04,0,0,0,0,0,0,0,0,0.08,0,0,0.04,0,0,0,0,0.21,0.35,0.14,0,0.02,0,0.08,0,0.13,0,0.08,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.11,0.05,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0.01,0.06,0.05,0,0,0,0.09,0.06,0,0.01,0,0,0.03,0.27,0.01,0,0,,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.11,0,0.01,0,0.06,0,0,0,0,0,0,0.19,0,0.07,0,0,0,0.03,0,0,0,0,0.08,0,0,0,0,0,0,0,0
VLS_B,0.65,1.88,1.71,56.99,0,0,3.28,3.8,3.18,0,0,0,0.04,0,0,0.12,0,0,1.17,0.81,0,0,0,0,0,0.16,0,1.89,0,0,0.03,0.2,0,0,0.11,0,0,0,0,0,0,0,0,0.03,0.13,0,0,0,0,0.08,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.03,0,0,0,0,0,0,0,0.31,0,0,0,0,0.08,0,0,0,0.02,0,0.04,0,0,0,0.01,0.06,0.06,0.03,0.07,0.01,0,0,0,0,0,0.16,0.1,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.37,1.1,0,0.02,0,0,0.37,0,0.05,0,0,0.07,0,0.02,0,0.05,0,0,0,0,0,0,0,0,0,0.14,0.56,0.4,0,0,0,0,0,0,0.06,0.02,0,0.21,0,0.04,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.03,0,0,0,0.01,0.18,0,0,0.04,0,0.74,0.12,0,0.19,0,0,,0.11,0.05,0.12,0,0,0,0,0,0,0,0,0.04,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.03,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
VRJ_A,6.22406639,0,0.355660937,0,0.079035764,4.267931239,0.968188105,1.264572219,1.007705987,15.27366133,0,0,0,0,0,0,0,0.355660937,0.256866232,0.612527169,0.335901996,0,0.039517882,5.967200158,0,0,0,0.493973523,0,0,0.770598696,1.323849042,0,0.098794705,4.109859712,0,0,0,0.454455641,0.671803991,0.059276823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256866232,0,0.889152341,0,0,0,0,8.79272871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039517882,0,0,0,0,0.039517882,0,0,0.019758941,0,0,0,0,0.118553646,0.098794705,0,0,0.276625173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118553646,0,0.276625173,0,0.019758941,0.197589409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019758941,0.237107291,0.573009287,0.019758941,0,0,0,0,0.197589409,0,0,0.039517882,0,0.019758941,0,0,0.019758941,0,0.296384114,0,0,0,0,0,0,0,0,0,0,0,0,1.521438451,0,0.177830468,0,0,0,0.395178818,0,0,0,0,0,0.177830468,0,0,0,0.671803991,0,0,0,0.335901996,0,0,0,0.098794705,0,0.138312586,0,0,0,0,0,0,0,0,0,0,0.019758941,0,0,0,0,0,0,0,0.019758941,0,0,0.573009287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256866232,0,0,0,0,0,0,0,0,0,0,0,0.059276823,,0,0.039517882,0.039517882,0,0,0,0,0,0,0,0.039517882,0.177830468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079035764,0,0,0,0.493973523,0,0,0.019758941,2.35131397,0,0,0,0,0,0.177830468,0,0,1.817822565,2.292037147,4.742145821,1.778304683,3.042876902,0
VRJ_B,0.95,14.15,1.02,0,0,0.43,0.69,0.7,6.3,6.89,0,0,3.6,0,0.71,0,0,0.26,0.56,2.54,0,0,0,0,0,0,0.04,3.63,0,0.32,0.07,0.56,0.01,0,0.01,0,0.01,0.29,0.53,0,0,0,0,0,0.16,0,0,0,0.03,0,0,0,2.5,0,0,0,0,0,0.6,0,0,0,0,0.02,0,0,0,0.36,0,0,0,0,0,0,0,0.11,0,0,0,0.01,0,0,0.51,0,0.21,0.05,0,0,0,0,0.14,0,0,0,0.01,0.03,0.07,0.19,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.47,0,0,0,0,0,0,0,0,0,0,0,0.32,0.01,0,0,0,0,0,0,0.03,0,0,0.51,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.01,0,0,0,0,0,0,1.22,0,0,0.03,0,0.06,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.24,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.05,,0,0.26,0.06,0,0,0,0,0,0,0.68,0.22,0,0,0.7,0,0,0,0,0,0.01,0,0,0,0,0.84,0.1,0,0,0,0.06,0.25,0,0,0,0,0,0,0,2.49,0.14,0,0,0,0,0,0,0.04,0
ZHJ_A,0.01,3.26,5.94,0,0.5,0,0.96,4.16,0.58,2.92,0,0.32,0.01,0.02,0.02,0.1,0,0,0.44,0.18,0,0.75,0.04,0.01,0.01,0,0.01,0.01,0,0,0,0.08,0,0.41,0.02,0,0,0,0,0,0,17.82,0,0.01,0,0,0,0,0.01,0.09,0,0,0,0.01,0,0,0.02,0,0,0.75,0.88,0,0,0,0,0.51,0,0.15,0,0.05,0.01,0.32,0,0,0.72,0.19,0,0,0,0.49,0.05,0,0,0,0.03,0.06,0,2.26,0,0,0.94,0,0,0.71,0,0,0,0.06,0,0,0,0.02,0,8.01,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.09,0.14,0,0.04,1.56,0.81,0,0,0,0,3.94,0,0,0,0,0.35,0,0,0,0,0.01,0,0,0.48,0,0.05,0,0,0,0.09,0.11,0.03,0.32,0,0,0,0.06,0,0,0,0,0.22,0,0.38,0.01,0,0,0,0.01,0.24,0.37,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0,0,0.97,0,0.14,0,0,0,0,0,0.06,0.02,0,0,0,0,0,0,0.07,0,0.09,0.02,0,0.02,0,0.02,0,0.1,0,0,0,0,0,0.12,0.09,0,0.01,0,0,0,0.46,0,0,0,0.05,0.15,0,0,0,0,0.02,0,0,0,0,0,0,0.07,0.02,0,0,0,,0.03,0,0.09,0.03,0,0,0,0,0,0,0,0,0,0.07,0,0.01,0,0.07,0,0.02,0,0,0,0,0,0.05,0,0.17,0,0,0.2,0,0.05,0,0.17,0,0.14,0,0,0,0,0,0,0,0,0,0,0
ZHJ_B,2.41,9.23,2.73,3.85,0.01,0,1.34,2.63,0.07,0,0,0,0,0.08,0,0.74,0,0,0.31,0.87,0.01,0,0,0,0,14.5,0,0.18,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0.01,0,0.72,0,0,0,0,0.01,11.51,1.06,0.27,1.13,0,0,0,0.01,0,0,0,0.08,0,0,0,0,0.02,0.5,0,0.01,0,0,0.03,0,0,0,0,0.07,0,0,0,0.01,0,0,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0.17,0,0.02,0,1.11,0,0,0.58,0,0.01,0,0.01,0.68,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.06,0.04,0,0.03,0.33,0,0,0.29,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.34,0,0,0,0,0,1.31,0,0,0,0,0,0,0,1.43,0.34,0,0,0,0,0.05,0,0,0,0,0,0.24,0,0,0.07,0,0,0.37,0,0.02,0,0,,2.01,0,0.04,0,2.9,0,0,0,0,0,0,0,0,0,0,0.68,0.03,0.01,0.07,0.02,0,0.02,0,0,0,0,0,0.19,0,0,0,0,0.1,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,2.41
ZLM_A,0.03,0,17.57,0,0,0.39,10.28,0.36,0.15,0,0,0,0.17,0,0,0.35,0,0,0.29,1.2,0,0,2.75,0,0,0,1.37,0.96,0,0,0,0.68,0,0,0.21,0,0,0,0.09,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.01,0,0.61,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0.03,0.96,0,0,2.58,0,0,0,3.51,0.53,0.52,0,0,0,0,0,0,0.04,0,0,0.72,0,0.01,0,0,0.03,0,0,0,0.09,3.78,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0.1,0,0,0,0.62,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.06,0.08,0,0.08,0,0,0,0,0.03,0,0,0,0,0.75,0,0,0,0.2,0,,0,0.01,0.74,0,0,0,0,0,0,0,0,0,0,0.15,0,0.09,0,0.02,0,0.05,0,0,0,1.14,0,0.13,0,0,0,0,0.22,0,0.14,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0
