,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,
,,,,Bažanka,Bažanka,Borky,Borky,Chvojnov,Chvojnov,Dvo?išt?,Dvo?išt?,Hliní?,Hliní?,Hovízna,Hovízna,Hrachovišt?,Hrachovišt?,Hráde?ek,Hráde?ek,Kališt?,Kališt?,Kukla,Kukla,Oklika,Oklika,Nad Svitákem,Nad Svitákem,Sta?kovský ryb.,Sta?kovský ryb.,Starý Vdovec,Starý Vdovec,V Lisovech,V Lisovech,V Rájích,V Rájích,Zhejral,Zhejral,Žemli?ka baz,Žemli?ka baz,Žemli?ka kys,Žemli?ka kys,Babín,Babín,Bahna,Bahna,Kocanda,Kocanda,Louky u ?erného lesa,Louky u ?erného lesa,Louky v Jeníkov?,Louky v Jeníkov?,Návesník,Návesník,Pa?ez,Pa?ez,Pod kamenným vrchem,Pod kamenným vrchem,Ratajské rybvníky,Ratajské rybvníky,Šafranice,Šafranice,Zlámanec,Zlámanec,
,,,,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,a,b,a,b,a,b,a,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,
No.,Group name:,,,Sample01,Sample02,Sample03,Sample04,Sample05,Sample06,Sample07,Sample08,Sample09,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample60,
122,CL00127,Schizothecium_sp,Sch127,0.07,0.942408377,1.56,0,0,0.64,0,0,0,0,0,0,0,0.01,0,0.88,0.02,0.61,0,0,0,0.06,0,0.032254596,0,0,0,0,0.02,0.07,0,0,1.11,0.81,0,0,0,0,0,0,0.05,0.03,0,0.02,0,0.419739081,0.01,0.267111853,0.1,0.44,0.01,0.26,0,0,0,0.13,0.02,0.06,0,0.07,8.721513907
126,CL00091,Pezoloma_sp,Pez091,0,0,0,0,0.59,0,0,0,0,0.566329157,0.172209665,0,0,0.02,0,0,0,0,1.94,0,0,0,0,0,2.68,0.38,0,0,0,0,0,0,0,0,0,0,2.11,0.01,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,8.608538823
336,CL00550,Serendipita_sp,Ser550,0,0,0,0,0,0,0,0,0,0,0.861048326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.695939566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.556987892
124,CL00151,Hyaloscyphaceae_sp,f_Hya151,0.23,0.261780105,0,0,0,0,0,0,0,0,0,0,0.08,0.14,2.49,0.01,0.13,0.06,0,0,0.019409938,0,2.53,0,0,0,0,0,0.37,0.18,0,0,0.58,0,0,0,0,0,0,0,0.06,0,0,0,0.705289673,0.090754396,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,8.547234111
123,CL00087,Leotiales_sp,o_Leo087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66,0.26,0,0,0,0,0,0,8.51
128,CL00122,Periconia_delonicis,PerDel,0.01,0.282722513,0,0,0,1.02,0,0,0,0,0,0,0.35,0,0,0.09,0.51,0.54,0,0,0.232919255,0.01,0.07,0,0,0,0,0,0.05,0.09,0,0,0.01,3.94,0,0,0,0,0,0,0.02,0,0,0.09,0.100755668,0.113442995,0,0,0.21,0.06,0.6,0.02,0,0,0,0.02,0,0.01,0,0,8.44984043
192,CL00346,Sistotrema_sp,Sis346,0,0,0,0,0,0,0,0,0,0,0.021526208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100755668,0,0,8.297161937,0,0,0,0,0,0,0,0,0,0,0,0,8.419443812
125,CL00148,Ustanciosporium_appendiculatum,UstApp,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4
129,CL00146,Orbilia_multiformis,OrbMul,1.48,0.031413613,0,0,0.03,0,0,0,0,0,0,0,0,0,0.15,0,0.02,0,0,0,0.058229814,0,1.24,0.064509193,0,0,0,0,0.07,0,0,0,0.68,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0.183639399,0.05,0,0.52,0,0,0,0,0,2.18,0,1.49,0,8.387792018
131,CL00163,Scolecobasidium_sp,Sco163,0,0,0,0,0,0,0,0,0.05,0.01716149,0.742654181,0,0,0,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,0,0,0.1,0,0,0.236071766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.315887437
154,CL00172,Pyrenochaeta_sp,Pyr172,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,1.067546584,1.7,0.02,0.086012257,0,0,0,0,0.02,0.04,0.19,0,0,0.35,0.076608784,0,0,0,0,0,0.4,0,0,0,0.130982368,0,0,2.721202003,0.53,0.16,0,0,0,0,0,0.03,0,0.54,0,0.03,8.212351996
130,CL00102,Tylospora_sp,Tyl102,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0.03,0,0,0.47,0,0,0,0,0,0,2.09,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.16
132,CL00144,Stagonospora_sp,Sta144,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.05,0.24,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01
197,CL00353,Thelephora_terrestris,TheTer,0,0,0,0.01,0,0,0,0,0.05,7.671185859,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.03,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,7.961185859
133,CL00147,Lophodermium_piceae,LopPic,0,0,1.44,0,0,0,0,0,0,0,0,0,0,6.09,0,0,0,0,0,0.01,0.019409938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.22,0.05,0,0,0,0,0,0.02,0,0.03,0.05,7.949409938
174,CL00175,Oehlia_sp,Oeh175,0,0,0,0.04,0,0,0.39,0.03,0,0,0.129157249,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.11,0.27,0.95,0.11,0,2.974504249,0.01,0,0,0,0,0.28,0,0,0,0.09,0.5,0.88,0,0.16,0,0.96,0,7.923661498
134,CL00167,Neoascochyta_sp,Neo167,0,0,0,0,0,0,0,0,0,0,0,0,0.28,7.47,0,0.12,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89
135,CL00096,Entoloma_tortiliforme,EntTor,0,0.439790576,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,7.18,0,0.03,0,0,0,0.05,0,0,0,0,7.869790576
136,CL00131,Chalara_pseudoaffinis,ChaPse,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.15,0,0,0,0,0,0,0,0.06,0,0,0,0.48,0,0,0,0,0,0,0.07,0,0,0.01,0.685138539,0.011344299,0,0,0.53,1.3,0,0,0,0,0,0.3,0.01,0.49,2.58,0,7.846482839
151,CL00213,Branch03_sp,p_Roz213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38,0.17,0,0.01,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,1.864147089,0,0,0,0,0,0,0,0,0,0.544080605,0.090754396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.798982089
138,CL00157,Trichoderma_asperellum,TriAsp,0.05,0.083769634,1.24,0.06,0.12,0.12,0,0.11,0,0,0,0.48,0.02,0.02,0.1,0.02,0.02,0.03,0,0.29,0.27173913,0.08,0,0,0,0.04,0,0,0,0.02,0,0,0,0.05,0,0,0,0.01,0,0,0.01,2.52,0,0.02,0.070528967,0.056721497,0,0.150250417,0.02,0.09,0.76,0.1,0,0.01,0.02,0.3,0,0.08,0,0.15,7.593009646
137,CL00075,Hypholoma_elongatum,HypElo,0,0,0,0.17,0,0,0,0,1.92,0.102968938,0,0,3.29,0.13,0,0,0,0,0.12,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.582968938
144,CL00190,Cistella_sp,Cis190,0.01,0.010471204,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931677019,0.03,1.71,0,0,0,0,0,0.14,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050083472,0,0,0,0,0,0,0,0.94,0,0,3.51,0,7.582231695
139,CL00129,Didymocyrtis_cladoniicola,DidCla,0.8,0,0.34,0.09,0.03,0.2,0.04,0.04,0,0,0,0.03,1.21,0.19,0.16,0.07,0.46,0.02,0,0.17,0.213509317,0.05,0.24,0.075260725,0,0,0,0,0.56,0.18,0.32,0.019758941,0.06,0,0.102145046,0,0,0,0,0,0.04,0.01,0,0,0.110831234,0.113442995,0.07,0.050083472,0.08,0.05,0.5,0.14,0.03,0,0.02,0.05,0.05,0.06,0.53,0,7.57503173
147,CL00162,Vishniacozyma_sp,Vis162,0.04,0.115183246,0.02,0,0.2,0.4,0,0,0,0,0,0,0.07,0,0.06,0,0.04,0,0,0.05,0.077639752,0.15,2.41,0,0,0,0,0,0.4,0.64,0.01,0.237107291,0.04,0.09,0.025536261,0,0.02,0,0.04,0,0.27,0,0.141643059,0.04,0,0.068065797,0.05,0.467445743,0.32,0.05,0.07,0.04,0,0,0,0,0.13,0.18,0.52,0.01,7.492621149
143,CL00135,Trichoderma_koningiopsis,TriKon,0,0,0.46,0.2,1.39,0.61,0,0.37,0.05,0.01716149,0.075341729,0.23,0.11,0.13,0.14,0.06,0.01,0.03,0.13,0.98,0,0.02,0,0.118266853,0.05,0.19,0.02,0.02,0,0.12,0,0.573009287,0,0.11,0,0.01,0.02,0.16,0,0,0,0.03,0,0.03,0,0,0,0,0,0.24,0,0.02,0.01,0.01,0.63,0,0,0,0,0.06,7.433779358
140,CL00154,Solicoccozyma_terricola,SolTer,0,0.010471204,0.31,0,0,0.16,0,0.01,0,0,0,0.15,0,0,0,0.02,0,0.84,0.02,0.69,0,0,0,0.086012257,0,0,0,0,0,0.14,0,0.019758941,0,0.03,0,0.04,0,0,0,0.03,0.03,0.07,0.094428706,0.43,0.060453401,0,0,0.066777963,0,0.05,0.01,0.15,0,0,0,0.08,0.11,0.33,0,3.38,7.417902472
184,CL00263,Hermatomycetaceae_sp,f_Her263,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0,0,0.038819876,0.4,0.01,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.12,0,0,0,1.168765743,0,0,5.041736227,0.07,0.14,0,0,0,0,0,0.02,0.02,0,0,0,7.399321846
166,CL00247,Rickenella_fibula,RicFib,0,0,0,0,0.59,0.04,0.01,0,0,0,2.550855667,0.01,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,1.762002043,0,0.05,0,0,0,0,0,0,0,0,0,2.29,0,0,0.04,0,0,0,0,0.01,0,0,0,0,0,7.39285771
141,CL00171,Hymenoscyphus_sp,Hym171,0,0.010471204,0,0,0,0,0,0,0,0,0,0,0,0.08,0,7.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.270471204
145,CL00143,Cystodendron_sp,Cys143,0.04,0.481675393,1.24,0.31,0.01,0.55,0,0,0,0,0,0,0.15,0.01,0.01,0.36,0.05,0.39,0,0.58,0,0.16,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0.23,1.1,0.141643059,0,0.080604534,0.011344299,0,0.083472454,0.23,0.13,0.09,0.26,0,0,0,0.1,0.16,0.13,0,0,7.21873974
155,CL00173,Achroceratosphaeria_sp,Ach173,0,0.146596859,0,0,0.03,0.05,0,0,0,0,0,0,0,0,0.28,0.4,0,0.48,0,0.22,0.038819876,0.01,0.13,0.021503064,0,0,0,0,0.06,0.09,0.03,0.197589409,0,0.06,0.791624106,0,0,0,0,0,2.27,0,0,0,0,0.158820193,0.7,0.133555927,0.3,0.01,0,0.07,0,0,0,0.37,0.11,0,0.04,0,7.198509433
146,CL00130,Pyrenophora_triseptata,PyrTri,0.14,0.157068063,1.2,1.68,0.01,0.44,0,0,0,0,0,0,0,0,0.02,0.02,0,0.17,0,0,0.097049689,1.44,0,0,0,0,0,0,0.02,1.23,0,0,0,0,0,0,0,0,0.22,0.07,0.05,0.04,0,0,0.010075567,0,0.01,0.016694491,0,0.05,0,0,0,0.01,0,0,0,0,0,0,7.10088781
153,CL00202,Pleosporales_sp,o_Ple202,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.03,0.03,0.150521449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,1.285475793,0,0,0,0,0,0,0,0,4.7,0.51,0,0,7.085997242
150,CL00153,Rhizophydiales_sp,o_Rhi153,0.01,0.031413613,0,0,0.12,0.41,0,0,0,0,0,0,0,0,0,0,0.35,0.36,0,0.35,0.116459627,0.04,0,0.032254596,0,0,0,0,0.21,0.32,0.51,0.039517882,0,0,0,0.01,0,0,0,0,0.12,0.04,0.283286119,0,0.020151134,0.068065797,0.01,0.116861436,0.8,0.12,0.11,0.03,0,0,0.03,0.52,0.12,0.85,0.72,0.16,7.028010203
148,CL00103,Meliniomyces_sp,Mel103,0,0,0,0,0,0,0,0,4.74,0.188776386,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.978776386
157,CL00152,Arachnopeziza_aurata,AraAur,0,0,0,0.19,1.23,0,0.01,0.67,0,0,0.699601765,0.11,0,0,0.17,0,0.21,0,0,0,0.077639752,0,0,0,0,0,0,0.7,0.04,0.96,0,0.019758941,0.09,0.22,0.536261491,0,0,0,0,0.08,0.29,0,0.094428706,0,0.322418136,0.034032898,0.06,0,0,0,0.04,0,0,0,0.05,0,0,0,0.01,0,6.91414169
169,CL00199,Neptunomyces_sp,Nep199,0.19,0.418848168,0.02,0,0,0.05,0,0,0,0,0,0,0.21,2.12,0,0.56,0.09,0.65,0,0.22,0,0,0.01,0.010751532,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1.969949917,0,0.05,0,0.02,0.01,0,0,0,0,0,0,0,6.909549616
149,CL00141,Menispora_ciliata,MenCil,0,0,0.08,0,0,0,1.42,0,0,0,0,0,0.27,3.69,0,0.4,0,0,0,0.02,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.03,6.69
152,CL00136,Linnemannia_elongata,LinElo,0,0.104712042,0,0,0,0.19,0,0,0,0,0,0,0,0,0.14,0.09,0,0.63,0,0.33,0,0.05,0.01,0,0,0,0,0,0,0.11,0,0.019758941,0.04,0.01,0,0,0,0,0,0,0.45,0.01,0,0,0.0302267,0.022688599,0,0.033388982,1.31,0.12,0,0.11,0,0,0.01,1.16,0,1.55,0.03,0.05,6.610775264
224,CL00194,Renatobasidium_sp,Ren194,0,0,0.1,0,0,0,0,0,0,0,0,0.05,0.94,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,1.11,0,0,0,3.068932956,0.41,0,0,0,0,0,0.15,0,0,0,0.25,0,0,0,0,0,0,6.528932956
163,CL00184,Tremellodendropsidales_sp,o_Tre184,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174689441,0.02,0.18,0,0,0,0,0,1.59,0,0.77,0.296384114,0,0,0.051072523,0,0,0,0,0,0,0,0,0,1.158690176,0,0.77,0,0,0,0,0,0,0,0,0,0,0.84,0,0.51,6.490836254
156,CL00265,Phaeotremella_sp,Pha265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48
158,CL00189,Oehlia_sp,Oeh189,0,0,0,0.02,0,0,0.29,0.1,0,0,0.05381552,0.01,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.05,0.16,1.06,0.04,0,0,0,0,0,0,0,0.1,0,0,0,0.06,0.33,1.06,0,2.9,0,0.09,0,6.36381552
159,CL00216,Oliveonia_sp,Oli216,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.05,0,0.36,0.4,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0.24,0,0,0,0,0,0,0,0.68,0,0,0.100755668,0.022688599,0,0.016694491,0.15,0,0.2,0.18,0,0,0,0,0.01,0.07,3.78,0,6.300138757
160,CL00124,Meliniomyces_sp,Mel124,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0.13,0,0,0,0,0,0,1.74,2.11,0.01,0,0,0,0,0,0,0.37,0,0,0,0,0.76,0,0,0,0,0,0.272040302,0,0,0,0,0,0,0,0.81,0.03,0.01,0,0,0,0,0,6.282040302
162,CL00140,Hyaloscypha_sp,Hya140,0,0,0.11,0,0,0,0,0,0,0,0,0,2.85,2.59,0,0.01,0,0.02,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340328985,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0,6.280328985
170,CL00113,Anguillospora_filiformis,AngFil,0,0,0,1.92,0,0,0,0.02,0.06,0.46336022,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.2,0,0,0,0,0,0,0,0,0,0,0.04,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.08,0,0,0,0,0,0,6.27336022
161,CL00185,Rhizophydiales_sp,o_Rhi185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25
164,CL00150,Rutstroemia_sp,Rut150,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,6.21
168,CL00272,Serendipita_sp,Ser272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,6.08,0,0,0.094428706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.204428706
165,CL00090,Oidiodendron_sp,Oid090,0,0,0,0,0,0,0.09,0.43,0.01,0,0,2.04,0,0,0,0,0,0,0.53,0.44,0,0,0,0,0,0.05,0.03,2.35,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
173,CL00291,Subulicystidium_sp,Sub291,0,4.12565445,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.459652707,0.01,0,0,0,0,0,0,0,0.01,0.453400504,0,0,0.40066778,0.02,0,0,0,0,0,0,0.6,0,0,0,0,6.199375441
167,CL00133,Serendipita_sp,Ser133,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010075567,0,1.44,0,0.11,1.69,0,0,0,0,0.02,0.12,0,0.14,0,0,6.130075567
191,CL00233,Penicillium_rolfsii,PenRol,0,0,0.04,0,0.26,0.02,0.19,0,0,0,0.05381552,0,0,0,0,0,0.17,0,0,0.21,0.058229814,0.02,0,0,0.02,0,0,0,0,0,0.14,1.521438451,0,0,0,0,0.18,0.05,0.12,0,0,0,0.141643059,0.03,0,0,2.44,0,0.01,0,0,0,0.03,0.02,0.27,0,0,0,0.02,0,6.015126844
171,CL00109,Hyaloscyphaceae_sp,f_Hya109,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,0,0,0,0,0,0,0,0.016694491,0,0,0,0,0,0,0,0,0,0,0,0,5.806694491
176,CL00161,Neoascochyta_paspali,NeoPas,0.05,0.020942408,0.02,0,0.02,0.58,0,0,0,0,0.021526208,0.17,0.14,0.27,0,0.53,0.03,0,0,0.03,0.097049689,0.87,0,0.494570476,0,0,0,0,0,0,0,0.177830468,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.033388982,0,0,0.01,0.03,0,0,0,0,0,2.12,0,0.01,5.745308232
189,CL00137,Entoloma_mougeotii,EntMou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,3.21,0,0,0,0,0,0.06,0,0.06,0,0,0,5.722826087
186,CL00212,Hyaloscypha_sp,Hya212,0,0,0,0,0,0,0,0,0.03,0.823751502,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.663751502
177,CL00282,Tomentella_sp,Tom282,0,0.994764398,0,0,0,0,0,0,0,0,0.742654181,0,0,0,0.72,0,0.18,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.022688599,0,0,0,0,2.89,0.06,0,0,0,0,0,0,0,0,5.640107178
181,CL00217,Pleosporales_sp,o_Ple217,0,0,0,0,2.95,0,0.01,1.78,0,0,0.021526208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.07,0,0,0.01,0.395178818,0,0.02,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.616705027
172,CL00183,Rhizophagus_sp,Rhi183,0,0,0.01,0.02,0.23,0,0,0,0,0,0.258314498,0,0.01,0.09,0,0,0,0,0,1.54,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0.78,0,1.87,0,0.12,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0.5,5.608314498
179,CL00308,Entoloma_sericeum,EntSer,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058229814,0.01,0,0,0,0,0.01,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.098236776,0,0,0.066777963,0,0,0.01,0,0,0,0,0.07,0,0,0,0,5.573244553
175,CL00125,Hyaloscypha_sp,Hya125,0,0,0,0,0,0,1.45,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.07,0,0,0,0,0,0,0,0,0,0,0,0.48,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0.4,0,0,0,0,0,0,5.57
178,CL00208,Discosia_artocreas,DicArt,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,1.64,0,0,0,0,0.18,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,0,0,0,5.53
182,CL00253,Entorrhizomycota_sp,p_Ent253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.43,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110831234,0,0,0.333889816,0,0,0,0,0,0,0,4.6,0,0,0,0,5.524721051
207,CL00230,Mortierella_sp,Mor230,0,0,0.21,0,0,0.01,0,0.42,0,0.034322979,0.021526208,0.34,0,0.04,0,0,0,0.24,0.3,0.03,0,0,0,0,0,0.04,0,0.04,0,0,0,0.177830468,0,0.01,0,0,0,0.09,0,0,0,0,0.991501416,0.32,0,0.022688599,0,0,0,0,0.01,0.04,0,0.01,0.22,0,0,0,0,1.83,5.447869671
183,CL00126,Acephala_macrosclerotiorum,AceMac,0,0,0,0,0,0,0,0.17,0.48,0.205937875,0,0.03,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0.2,0,0,1.22,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.435937875
180,CL00195,Rickenella_mellea,RicMel,0,0,0.08,0.1,0,0,0,0,0,0,0,0,0.21,0.35,0,0,0,0,0,0,0,0,1.91,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0,0.21,0.92,0,0,0,0.181360202,0,0.02,0,0,0.01,1.26,0,0,0.12,0,0,0.03,0,0,0,5.431360202
185,CL00120,Podospora_sp,Pod120,0,0,0.01,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0.13,0.04,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,5.34
199,CL00165,Orbilia_bembicodes,OrbBem,0,0,0.01,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0.07,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0.21,0.03,0.671803991,0,0,0.383043922,0,0,0,0,0,0.16,0,0.047214353,0,0.060453401,0,0.24,0,2.18,0.12,0,0,0,0,0.01,0.36,0.28,0.08,0.29,0,5.312515667
